id_inscripcion,curso,edad,provincia,nivel_educativo,trabaja,horas_trabajo_semanales,experiencia_previa,modalidad_pago,precio_pagado_ars,precio_pagado_usd,dispositivo_principal,hora_inscripcion,logins_semana_1,logins_semana_2,segundos_video_vistos,mensajes_foro,entregas_a_tiempo,nota_primera_entrega,dias_desde_ultimo_login,logins_semana_6,encuesta_salida_completada,abandono
L00856,Marketing Digital,32,Buenos Aires,Terciario,Si,40.0,No,Pago unico,281000,229.4,Celular,9,1,2,74090,1,0,6.4,2,1,No,0
L01668,Data Analytics,17,Buenos Aires,Universitario,No,0.0,Si,Beca,110000,91.0,Celular,5,3,4,73336,1,1,8.1,2,3,No,0
L01657,Data Analytics,19,Otra,Terciario,No,0.0,No,Pago unico,399000,329.1,Computadora,9,5,2,134964,0,2,5.6,4,5,No,0
L01393,Data Analytics,53,Cordoba,Universitario,Si,38.0,No,Cuotas,434000,349.9,Celular,0,2,3,136043,1,2,7.7,0,3,No,0
L01106,Marketing Digital,30,CABA,Universitario,Si,37.0,No,Cuotas,344000,294.2,Celular,22,3,2,120587,0,0,,5,1,No,1
L00986,Python Inicial,38,CABA,Terciario,No,0.0,No,Cuotas,279000,240.8,Computadora,2,4,5,81625,1,1,7.4,1,1,No,0
L00855,Programacion Web,29,CABA,Universitario,No,0.0,Si,Cuotas,534000,452.7,Celular,12,0,4,56391,0,0,,5,0,Si,1
L02597,Programacion Web,32,Mendoza,Secundario,No,0.0,No,Pago unico,438000,353.2,Computadora,9,1,2,27646,0,0,,2,2,No,0
L02901,Producto Digital,33,Santa Fe,Secundario,Si,39.0,Si,Cuotas,372000,322.0,Celular,5,3,5,42912,0,1,9.3,0,3,No,0
L00809,Producto Digital,21,Otra,Posgrado,Si,25.0,No,Cuotas,375000,305.3,Computadora,7,5,3,141147,1,2,,1,2,No,0
L01734,Python Inicial,35,CABA,Terciario,No,0.0,No,Beca,19000,15.9,Tablet,12,5,4,64004,0,1,5.6,2,4,No,0
L00044,Marketing Digital,52,Otra,Secundario,Si,41.0,No,Cuotas,328000,263.5,Computadora,17,6,5,138965,3,2,6.9,2,3,No,0
L01058,Marketing Digital,31,Otra,Universitario,No,0.0,No,Beca,37000,30.5,Celular,16,4,2,80238,1,2,4.4,2,4,No,0
L01322,Producto Digital,27,Buenos Aires,Universitario,Si,47.0,No,Pago unico,311000,259.2,Celular,9,6,4,75859,1,2,,6,0,No,1
L02481,UX/UI,23,CABA,Universitario,Si,41.0,No,Pago unico,337000,271.8,Computadora,18,7,1,52145,0,2,,14,0,Si,1
L02752,Producto Digital,35,Buenos Aires,Terciario,Si,34.0,Si,Pago unico,331000,265.0,Computadora,3,1,0,49887,1,0,,2,3,No,0
L01770,Producto Digital,41,CABA,Terciario,No,0.0,Si,Cuotas,391000,323.9,Computadora,20,1,0,31698,0,1,7.4,11,3,No,0
L02102,UX/UI,33,Buenos Aires,Terciario,Si,27.0,Si,Cuotas,435000,369.7,Computadora,5,8,6,159718,0,2,8.8,1,7,No,0
L01329,Marketing Digital,17,CABA,Universitario,Si,41.0,No,Beca,39000,32.5,Computadora,5,3,1,22312,1,0,,1,0,Si,1
L03014,Data Analytics,17,CABA,Secundario,No,0.0,Si,Cuotas,458000,378.2,Computadora,15,6,2,153528,3,2,6.7,5,6,No,0
L02352,Data Analytics,22,Buenos Aires,Secundario,No,0.0,Si,Cuotas,430000,349.0,Tablet,12,7,8,209072,6,2,7.9,0,8,No,0
L01161,Prog. Web,21,Mendoza,Secundario,No,0.0,Si,Cuotas,540000,448.1,Computadora,1,8,3,103557,4,2,8.0,2,3,No,0
L01387,Programacion Web,40,Buenos Aires,Secundario,Si,38.0,Si,Beca,65000,55.6,Computadora,23,5,0,0,0,0,,10,0,Si,1
L02357,Producto Digital,41,CABA,Terciario,Si,46.0,No,Beca,97000,84.2,Celular,2,2,4,98588,1,1,5.3,3,0,Si,1
L01192,Programacion Web,19,Cordoba,Posgrado,No,0.0,No,Pago unico,428000,344.7,Celular,11,4,0,77038,1,2,8.4,1,3,No,0
L00813,Producto Digital,30,Otra,Posgrado,Si,42.0,Si,Pago unico,315000,252.1,Celular,6,3,1,84542,1,0,6.7,14,2,No,0
L00657,Producto Digital,25,Mendoza,Posgrado,No,0.0,No,Cuotas,361000,299.8,Computadora,4,4,2,111237,1,2,,2,6,No,0
L03027,Prog. Web,25,CABA,Universitario,No,0.0,No,Beca,30000,24.1,Computadora,2,3,6,166691,0,2,9.4,1,6,No,0
L02132,Producto Digital,22,Otra,Universitario,No,0.0,No,Cuotas,374000,304.1,Computadora,15,3,1,23459,2,2,,2,3,No,0
L02822,Programacion Web,18,CABA,Terciario,No,0.0,No,Cuotas,544000,461.7,Celular,16,5,2,48574,2,0,,3,1,No,0
L00392,Programacion Web,32,CABA,Secundario,Si,23.0,No,Beca,12000,9.9,Computadora,5,6,5,135228,3,1,8.5,2,6,No,0
L00237,Programacion Web,29,Cordoba,Terciario,No,0.0,No,Beca,117000,98.4,Tablet,18,5,1,95653,1,0,7.2,5,2,No,0
L01184,UX/UI,23,Buenos Aires,Universitario,Si,34.0,No,Cuotas,422000,346.6,Computadora,15,5,4,114840,4,1,6.6,0,8,No,0
L01461,UX/UI,34,Buenos Aires,Terciario,No,0.0,Si,Pago unico,352000,292.2,Computadora,19,8,8,177213,5,2,9.1,2,6,No,0
L00944,Data Analytics,27,CABA,Terciario,No,0.0,Si,Beca,65000,56.1,Computadora,0,8,5,147217,3,1,8.1,0,5,No,0
L00447,Python Inicial,34,Otra,Terciario,No,0.0,Si,Pago unico,223000,193.0,Computadora,21,5,1,104968,2,1,7.7,0,6,No,0
L02314,UX/UI,40,Buenos Aires,Universitario,Si,33.0,No,Beca,27000,22.1,Computadora,11,3,3,80749,0,2,7.8,2,2,No,0
L01609,Data Analytics,30,Cordoba,Terciario,No,0.0,Si,Pago unico,393000,339.8,Computadora,14,4,3,109787,1,1,5.8,0,1,No,0
L00009,Marketing Digital,21,CABA,Secundario,Si,30.0,No,Cuotas,315000,263.4,Celular,1,6,2,87671,0,0,7.5,9,3,No,0
L02889,Programacion Web,29,Cordoba,Terciario,No,0.0,Si,Pago unico,421000,362.1,Computadora,2,7,0,59919,2,1,,1,2,No,0
L02531,Data Analytics,25,Santa Fe,Secundario,No,0.0,No,Beca,50000,40.7,Computadora,10,2,0,69020,0,2,6.3,0,4,No,0
L00568,Marketing Digital,37,Buenos Aires,Secundario,No,0.0,No,Beca,63000,53.1,Computadora,20,8,5,174283,3,2,7.3,1,8,No,0
L01687,Python Inicial,20,Santa Fe,Secundario,Si,,No,Cuotas,264000,225.7,Computadora,8,2,5,113754,1,0,4.5,0,2,No,0
L01743,Marketing Digital,30,CABA,Universitario,No,0.0,No,Pago unico,287000,237.6,Celular,4,3,5,91954,2,2,7.1,1,2,No,0
L00618,Python Inicial,36,CABA,Terciario,Si,52.0,No,Cuotas,287000,234.6,Tablet,2,1,1,29906,2,0,4.8,1,0,Si,1
L02798,Python Inicial,17,CABA,Terciario,Si,38.0,Si,Beca,39000,32.8,Celular,19,2,3,69449,0,1,5.7,1,1,Si,1
L02000,Python Inicial,37,Cordoba,Secundario,Si,39.0,No,Cuotas,268000,215.4,Celular,18,2,2,113516,1,1,,1,4,No,0
L00884,Python Inicial,33,Otra,Secundario,No,0.0,Si,Beca,17000,14.1,Tablet,12,3,0,12999,0,1,6.6,2,1,No,0
L01034,Marketing Digital,31,Buenos Aires,Posgrado,No,0.0,No,Pago unico,285000,238.9,Computadora,12,9,8,155280,2,2,7.1,2,2,No,0
L02598,UX/UI,46,CABA,Secundario,Si,37.0,No,Beca,84000,68.0,Celular,11,2,1,46487,1,1,8.7,10,0,Si,1
L01209,Programacion Web,42,Otra,Terciario,Si,50.0,No,Cuotas,505000,434.8,Computadora,2,6,4,137120,1,2,6.4,4,1,No,0
L01888,Programacion Web,28,Cordoba,Secundario,No,0.0,No,Cuotas,508000,409.4,Celular,5,4,2,168133,2,1,6.1,2,3,No,0
L00484,UX-UI,26,Buenos Aires,Universitario,No,0.0,No,Pago unico,344000,295.7,Computadora,18,4,3,36456,1,0,8.1,3,2,No,0
L01592,UX/UI,32,CABA,Universitario,Si,36.0,No,Cuotas,435000,350.5,Celular,5,5,2,77505,2,1,,8,0,No,1
L01307,Programacion Web,32,CABA,Secundario,Si,49.0,No,Cuotas,519000,450.3,Computadora,21,5,1,21552,1,0,4.3,4,0,No,1
L02051,Data Analytics,39,Otra,Universitario,Si,43.0,Si,Cuotas,467000,401.8,Celular,20,0,2,31619,0,0,,10,0,No,0
L01062,Python Inicial,36,Cordoba,Universitario,Si,33.0,No,Cuotas,295000,237.6,Celular,14,8,2,86519,4,1,,3,3,No,0
L00222,UX/UI,22,CABA,Terciario,Si,45.0,No,Cuotas,420000,361.6,Tablet,1,5,2,42639,1,1,9.5,1,1,No,0
L00046,UX/UI,26,Mendoza,Secundario,No,0.0,Si,Cuotas,396000,317.4,Celular,14,3,2,36619,4,2,,10,0,No,1
L00215,Data Analytics,30,CABA,Terciario,No,0.0,No,Cuotas,478000,408.5,Celular,17,8,3,83256,0,2,5.8,8,0,No,1
L00667,Programacion Web,31,CABA,Universitario,No,0.0,No,Cuotas,499000,401.1,Computadora,23,5,3,192498,5,1,9.0,0,7,No,0
L01443,Data Analytics,17,Santa Fe,Universitario,Si,31.0,Si,Pago unico,378000,311.4,Tablet,19,0,3,17643,1,2,6.5,1,1,No,0
L02122,Programacion Web,50,Mendoza,Terciario,Si,48.0,No,Cuotas,536000,444.0,Computadora,14,2,3,98947,2,2,,1,0,Si,1
L02441,Data Analytics,23,CABA,Posgrado,No,0.0,Si,Cuotas,447000,385.9,Computadora,5,6,1,141112,1,2,8.2,1,5,No,0
L01112,Python Inicial,39,CABA,Secundario,No,0.0,No,Cuotas,285000,245.2,Computadora,1,3,3,96058,1,1,,2,2,No,0
L02632,Producto Digital,32,Buenos Aires,Secundario,No,0.0,No,Cuotas,400000,342.5,Computadora,23,3,3,58000,0,1,7.7,8,0,No,1
L00661,UX/UI,39,Buenos Aires,Terciario,Si,34.0,No,Beca,27000,22.1,Computadora,22,1,2,71338,1,1,,5,0,Si,1
L02328,Producto Digital,45,CABA,Universitario,Si,37.0,No,Beca,7000,6.0,Computadora,19,2,3,96586,2,1,8.4,1,2,No,0
L01429,Python Inicial,22,CABA,Secundario,No,0.0,No,Cuotas,297000,240.9,Tablet,4,0,3,118411,4,1,7.0,5,4,No,0
L02438,Programacion Web,31,Buenos Aires,Terciario,No,0.0,Si,Pago unico,410000,355.8,Computadora,11,3,7,129775,3,2,9.9,0,10,No,0
L01865,Producto Digital,36,Cordoba,Universitario,Si,34.0,No,Cuotas,410000,328.8,Celular,0,9,2,137975,0,2,7.9,1,4,No,0
L01617,Programacion Web,28,CABA,Terciario,No,0.0,Si,Pago unico,412000,347.8,Celular,23,8,5,135902,3,1,8.7,1,6,No,0
L03044,Producto Digital,44,Cordoba,Terciario,Si,46.0,Si,Beca,24000,19.6,Celular,8,4,5,97171,2,2,8.7,1,4,No,0
L00466,Data Analytics,34,Buenos Aires,Secundario,Si,53.0,Si,Cuotas,468000,393.2,Computadora,17,1,2,15179,0,1,7.1,1,4,No,0
L02012,python inicial,26,Santa Fe,Universitario,No,0.0,No,Cuotas,279000,232.2,Celular,11,1,1,55604,0,1,5.4,14,0,No,0
L02058,Data Analytics,36,CABA,Terciario,Si,29.0,Si,Pago unico,361000,299.5,Celular,23,8,5,147681,0,2,5.8,1,7,No,0
L01073,Data Analytics,41,CABA,Terciario,Si,44.0,No,Cuotas,454000,370.0,Celular,22,3,1,98405,1,2,5.7,2,1,No,0
L00806,UX/UI,23,Santa Fe,Posgrado,No,0.0,No,Cuotas,401000,328.4,Computadora,16,9,6,187056,5,1,9.8,0,3,No,0
L01877,Programacion Web,30,Buenos Aires,Secundario,Si,45.0,Si,Pago unico,442000,379.2,Tablet,5,2,1,73472,1,2,5.7,4,2,No,0
L01131,Python Inicial,31,Otra,Universitario,No,0.0,No,Pago unico,228000,191.3,Celular,9,2,4,76836,0,0,7.6,7,0,No,1
L01233,Data Analytics,39,CABA,Universitario,No,0.0,No,Beca,52000,42.7,Tablet,18,5,6,153932,1,2,7.5,1,5,No,0
L02254,UX/UI,21,Mendoza,Terciario,Si,32.0,No,Cuotas,399000,334.0,Computadora,4,5,6,77489,1,2,6.5,3,2,No,0
L01474,Data Analytics,64,Cordoba,Terciario,Si,37.0,No,Beca,39000,31.9,Celular,2,2,5,139073,0,2,8.3,1,4,No,0
L01360,Python Inicial,30,Buenos Aires,Universitario,Si,46.0,Si,Pago unico,228000,197.4,Celular,16,3,4,152845,2,1,5.2,1,4,No,0
L02730,Programacion Web,26,Buenos Aires,Terciario,No,0.0,No,Beca,38000,32.1,Computadora,8,3,2,145307,2,2,7.9,1,8,No,0
L00642,Programacion Web,23,Cordoba,Universitario,Si,18.0,No,Pago unico,422000,358.0,Computadora,12,5,6,107306,5,2,,1,0,No,1
L01827,Marketing Digital,35,Mendoza,Posgrado,Si,35.0,Si,Pago unico,266000,224.0,Celular,0,9,7,143228,6,2,8.9,1,8,No,0
L01288,Programacion Web,32,Otra,Universitario,No,0.0,No,Cuotas,523000,441.3,Celular,22,5,2,122604,3,2,8.8,1,2,No,0
L02872,Programacion Web,26,Buenos Aires,Universitario,No,0.0,No,Cuotas,526000,430.5,Computadora,8,2,3,18107,3,1,6.0,2,1,No,0
L01851,Python Inicial,32,Buenos Aires,Secundario,Si,31.0,No,Beca,66000,56.4,Computadora,21,3,4,29110,2,0,3.8,2,0,Si,1
L03128,Marketing Digital,29,Santa Fe,Terciario,Si,36.0,No,Pago unico,279000,225.0,Computadora,0,2,4,103624,1,2,7.3,1,3,No,0
L02547,Data Analytics,48,CABA,Universitario,Si,45.0,Si,Cuotas,452000,366.7,Computadora,11,5,1,147813,0,2,6.4,2,8,No,0
L00117,Data Analytics,32,CABA,Universitario,Si,47.0,Si,Cuotas,458000,368.0,Computadora,18,7,6,123962,2,2,6.4,0,4,No,0
L00430,Producto Digital,22,Cordoba,Secundario,No,0.0,No,Beca,105000,89.4,Computadora,15,2,3,168514,1,2,8.4,2,5,No,0
L00574,Marketing Digital,17,Buenos Aires,Terciario,No,0.0,No,Cuotas,334000,285.1,Tablet,22,3,2,146347,3,2,6.0,3,7,No,0
L03199,Marketing Digital,38,CABA,Terciario,No,0.0,Si,Cuotas,313000,253.4,Computadora,12,2,3,60429,1,1,5.7,1,2,No,0
L02114,Data Analytics,43,Buenos Aires,Universitario,No,0.0,No,Cuotas,435000,369.3,Celular,16,2,3,5562,0,0,6.0,10,1,Si,1
L00456,Data Analytics,24,CABA,Terciario,No,0.0,No,Cuotas,471000,386.6,Computadora,19,9,5,144682,1,1,8.3,1,3,No,0
L00591,UX/UI,35,Otra,Universitario,Si,47.0,Si,Cuotas,407000,326.7,Computadora,22,3,3,105384,1,2,7.1,1,2,No,0
L00520,Data Analytics,28,CABA,Terciario,Si,43.0,No,Cuotas,468000,394.5,Tablet,9,1,1,27857,1,1,,8,0,No,1
L02652,Programacion Web,17,CABA,Universitario,Si,36.0,No,Pago unico,408000,337.3,Tablet,20,10,10,131243,1,2,9.1,0,5,No,0
L00397,Programacion Web,58,Buenos Aires,Terciario,Si,46.0,Si,Cuotas,516000,415.0,Computadora,5,6,4,150185,2,1,8.7,1,4,No,0
L00560,ux/ui,30,CABA,Universitario,Si,39.0,No,Cuotas,417000,340.3,Celular,5,2,4,90662,1,1,6.8,3,2,No,0
L00443,Python Inicial,22,Buenos Aires,Universitario,Si,25.0,Si,Cuotas,270000,220.0,Celular,17,6,8,157737,2,2,7.4,0,10,No,0
L03119,Python Inicial,28,Buenos Aires,Terciario,No,0.0,Si,Cuotas,271000,234.9,Computadora,19,2,4,146734,1,1,6.5,1,0,No,0
L00749,ux/ui,41,CABA,Terciario,Si,36.0,No,Pago unico,354000,294.3,Computadora,3,6,11,156611,1,2,6.7,1,7,No,0
L02224,Programacion Web,19,Santa Fe,Terciario,No,0.0,No,Cuotas,486000,420.7,Computadora,3,2,1,193844,0,2,,1,5,No,0
L00398,Python inicial,19,Buenos Aires,Secundario,Si,38.0,Si,Beca,9000,7.4,Celular,18,5,3,4025,1,0,,3,0,Si,1
L00094,Python Inicial,18,Buenos Aires,Universitario,No,0.0,Si,Cuotas,290000,232.4,Computadora,3,9,1,110931,2,2,8.1,1,0,No,0
L03055,UX/UI,28,Buenos Aires,Universitario,No,0.0,No,Beca,109000,88.2,Computadora,21,1,1,63401,2,2,8.0,0,7,No,0
L01344,UX / UI,34,Otra,Universitario,No,0.0,No,Pago unico,367000,301.6,Computadora,23,7,2,97926,2,1,6.8,1,3,No,0
L00956,Data Analytics,22,Otra,Universitario,No,0.0,No,Pago unico,361000,295.5,Celular,0,4,1,28722,2,1,5.4,2,1,No,0
L01522,Data Analytics,33,Otra,Terciario,No,0.0,No,Cuotas,480000,402.5,Computadora,16,3,1,92344,0,2,7.3,5,6,No,0
L02809,Producto Digital,25,Cordoba,Universitario,Si,43.0,Si,Beca,48000,39.7,Tablet,2,2,5,80843,0,1,8.7,0,7,No,0
L00125,Programacion Web,36,Cordoba,Universitario,Si,50.0,Si,Pago unico,409000,343.0,Computadora,10,2,4,84199,1,2,6.8,4,0,No,0
L01059,Data Analytics,37,Buenos Aires,Universitario,Si,43.0,Si,Pago unico,360000,296.6,Computadora,20,1,6,17360,1,0,,4,3,No,0
L01253,Python Inicial,30,CABA,Terciario,Si,45.0,Si,Pago unico,242000,201.5,Computadora,23,2,4,75063,0,0,,5,1,No,0
L01375,Programacion Web,29,CABA,Secundario,Si,48.0,Si,Cuotas,499000,432.7,Celular,17,5,5,104041,1,2,8.8,1,1,No,0
L00321,Python Inicial,26,Cordoba,Secundario,Si,40.0,Si,Cuotas,284000,231.8,Computadora,15,3,0,26045,2,1,,10,0,Si,1
L00364,Python Inicial,17,CABA,Secundario,Si,26.0,No,Cuotas,282000,239.5,Computadora,15,3,4,157406,1,2,7.3,2,8,No,0
L00449,Mkt Digital,20,CABA,Terciario,No,0.0,No,Cuotas,340000,286.1,Celular,11,3,3,56953,0,1,,5,3,No,0
L01134,Python Inicial,28,CABA,Terciario,No,0.0,No,Beca,76000,63.0,Computadora,2,4,1,9747,1,0,,4,0,Si,1
L01377,Marketing Digital,22,CABA,Secundario,No,0.0,Si,Pago unico,292000,243.1,Computadora,16,8,7,159219,2,2,9.2,0,4,No,0
L01055,Programacion Web,27,Buenos Aires,Universitario,Si,35.0,No,Beca,126000,101.6,Celular,23,4,4,110681,2,2,8.6,4,5,No,0
L02796,Programacion Web,21,Buenos Aires,Universitario,No,0.0,No,Beca,7000,6.1,Computadora,3,3,3,38535,0,1,4.5,5,3,No,0
L01081,Producto Digital,28,CABA,Terciario,No,0.0,Si,Cuotas,398000,325.7,Computadora,13,8,6,102741,3,2,5.6,1,8,No,0
L01298,Python Inicial,37,CABA,Secundario,No,0.0,No,Beca,41000,34.3,Computadora,7,7,8,142032,1,2,8.2,0,10,No,0
L01176,Data Analytics,40,Otra,Terciario,Si,32.0,No,Beca,102000,88.3,Celular,12,6,4,93391,2,2,4.7,1,0,Si,1
L03173,Marketing Digital,24,CABA,Terciario,No,0.0,No,Pago unico,269000,222.8,Celular,22,6,7,106123,4,1,6.6,1,4,No,0
L02602,Marketing Digital,36,CABA,Secundario,Si,39.0,Si,Cuotas,333000,278.2,Computadora,1,2,7,108129,0,2,,0,3,No,0
L00717,Python Inicial,54,CABA,Terciario,No,0.0,Si,Cuotas,299000,254.1,Computadora,14,6,6,160070,2,2,8.1,1,8,No,0
L00480,Python Inicial,37,CABA,Terciario,Si,38.0,No,Cuotas,296000,247.2,Tablet,1,4,2,117456,2,1,6.1,1,4,No,0
L01409,UX/UI,28,CABA,Secundario,Si,43.0,No,Pago unico,357000,292.5,Computadora,1,6,6,86539,2,1,7.0,5,1,No,0
L02281,Data Analytics,31,Buenos Aires,Terciario,Si,49.0,No,Cuotas,470000,381.6,Computadora,0,3,3,129813,0,2,7.6,8,3,No,0
L00998,Programacion Web,17,Mendoza,Terciario,No,0.0,Si,Cuotas,535000,450.6,Computadora,11,3,2,48675,3,1,5.0,2,2,No,0
L02728,Prog. Web,17,Santa Fe,Secundario,No,0.0,No,Beca,100000,86.9,Celular,19,4,3,0,2,0,,14,0,No,1
L01358,Programacion Web,28,Buenos Aires,Terciario,Si,40.0,Si,Pago unico,433000,373.7,Tablet,8,3,3,110522,1,2,7.2,3,2,No,0
L03028,Python Inicial,28,Santa Fe,Universitario,No,0.0,Si,Pago unico,222000,181.6,Celular,17,1,4,170739,2,1,8.4,3,5,No,0
L01453,UX-UI,31,Santa Fe,Terciario,Si,32.0,Si,Cuotas,427000,361.3,Celular,7,6,7,164556,3,2,6.7,999,7,No,0
L01625,Producto Digital,35,Cordoba,Universitario,No,0.0,No,Pago unico,313000,260.4,Computadora,23,9,4,185891,1,1,7.3,0,8,No,0
L00575,Programacion Web,22,Buenos Aires,Universitario,No,0.0,Si,Pago unico,438000,371.3,Computadora,21,5,8,176799,0,2,6.6,0,4,No,0
L01336,Marketing Digital,33,Otra,Universitario,Si,54.0,No,Cuotas,333000,277.2,Computadora,15,6,2,77997,1,1,,2,3,No,0
L00414,Marketing Digital,32,CABA,Universitario,Si,31.0,Si,Cuotas,328000,275.7,Computadora,0,3,3,104779,1,1,,0,4,No,0
L01957,Programacion Web,34,CABA,Universitario,Si,21.0,Si,Cuotas,488000,393.0,Computadora,11,2,4,113571,0,2,6.5,1,3,No,0
L02667,Programacion Web,40,Mendoza,Terciario,No,0.0,Si,Pago unico,451000,370.3,Computadora,20,10,8,203233,7,2,6.9,0,7,No,0
L02554,Prog. Web,24,Buenos Aires,Terciario,Si,58.0,Si,Pago unico,447000,378.8,Computadora,15,6,3,105081,1,2,7.4,1,3,No,0
L00895,Python Inicial,24,CABA,Universitario,No,0.0,Si,Pago unico,234000,191.1,Celular,17,7,4,89413,1,2,6.7,2,4,No,0
L02670,Programacion Web,25,CABA,Posgrado,No,0.0,Si,Pago unico,423000,352.9,Computadora,11,4,2,47127,3,0,6.6,14,0,No,0
L02362,Python Inicial,46,Buenos Aires,Secundario,Si,30.0,No,Pago unico,246000,208.6,Celular,16,3,2,64985,1,2,,2,1,No,0
L02169,Programación Web,38,CABA,Posgrado,No,0.0,No,Beca,72000,60.5,Computadora,14,1,3,110292,1,1,6.1,14,0,Si,1
L01105,Python Inicial,27,Buenos Aires,Universitario,No,0.0,No,Cuotas,278000,233.8,Computadora,10,4,1,78356,2,0,,0,0,No,0
L02512,Producto Digital,48,CABA,Posgrado,Si,53.0,No,Cuotas,410000,348.3,Computadora,21,3,2,98149,0,1,9.2,3,2,No,0
L00389,Marketing Digital,31,CABA,Terciario,No,0.0,No,Pago unico,288000,245.1,Celular,4,5,6,93051,1,1,,2,1,No,0
L00863,Data Analytics,25,CABA,Terciario,No,0.0,No,Cuotas,430000,345.8,Computadora,17,7,6,124796,1,2,5.9,0,1,No,0
L02883,Data Analytics,27,CABA,Universitario,Si,36.0,No,Cuotas,466000,373.0,Computadora,11,4,4,97196,1,2,9.0,4,6,No,0
L01660,Programacion Web,36,CABA,Secundario,Si,27.0,Si,Cuotas,547000,467.1,Computadora,14,7,3,146373,0,2,7.0,1,4,No,0
L01011,Marketing Digital,17,Buenos Aires,Terciario,No,0.0,No,Cuotas,324000,267.1,Celular,7,4,2,43797,0,0,7.6,5,0,No,0
L01115,Python Inicial,32,Santa Fe,Secundario,Si,28.0,No,Pago unico,245000,203.2,Computadora,11,4,3,112403,3,1,8.6,2,7,No,0
L02676,Producto Digital,34,Santa Fe,Universitario,Si,43.0,No,Pago unico,321000,261.8,Computadora,9,1,3,62114,1,1,5.2,1,4,No,0
L02368,Data Analytics,42,CABA,Posgrado,No,0.0,No,Cuotas,459000,373.4,Computadora,1,6,7,48248,0,1,,1,1,No,0
L01968,Programacion Web,31,CABA,Secundario,Si,26.0,No,Cuotas,521000,422.3,Computadora,8,4,1,155023,0,0,8.2,3,5,No,0
L00363,Python Inicial,31,CABA,Universitario,Si,34.0,No,Pago unico,236000,196.4,Celular,15,2,3,71553,0,1,8.4,3,3,No,0
L02076,Mkt Digital,32,CABA,Secundario,No,0.0,No,Cuotas,320000,272.6,Celular,7,2,1,0,0,0,,3,1,No,0
L00017,UX/UI,22,Cordoba,Secundario,Si,28.0,Si,Cuotas,439000,371.5,Computadora,12,3,2,82847,1,1,4.4,2,5,No,0
L02323,Data Analytics,37,CABA,Secundario,Si,46.0,Si,Pago unico,385000,332.9,Celular,1,2,0,0,1,0,,8,0,No,1
L01981,Producto Digital,29,Buenos Aires,Posgrado,No,0.0,No,Pago unico,324000,264.2,Computadora,20,1,3,5548,0,1,,0,0,No,0
L03114,Marketing Digital,27,CABA,Universitario,Si,32.0,Si,Cuotas,334000,281.8,Celular,16,3,1,24773,1,1,5.8,4,1,Si,1
L01480,Data Analytics,25,CABA,Secundario,Si,20.0,No,Beca,31000,25.4,Computadora,18,1,0,48454,1,1,6.8,4,2,No,0
L02982,Marketing Digital,41,Buenos Aires,Universitario,Si,32.0,No,Cuotas,350000,286.3,Computadora,10,4,4,168901,2,2,9.3,0,5,No,0
L02297,Python Inicial,34,Buenos Aires,Secundario,No,0.0,No,Cuotas,284000,230.1,Celular,10,3,3,36399,0,2,5.5,2,3,No,0
L00417,Python Inicial,17,Cordoba,Terciario,No,0.0,No,Cuotas,284000,227.5,Computadora,14,3,3,107370,5,2,9.2,1,3,No,0
L01648,Marketing Digital,31,Buenos Aires,Secundario,Si,45.0,No,Cuotas,316000,265.3,Computadora,23,3,8,93524,3,1,9.3,2,10,No,0
L00381,Data Analytics,36,CABA,Terciario,Si,46.0,No,Cuotas,476000,401.5,Celular,4,3,2,23555,0,1,,1,0,Si,1
L00615,Python Inicial,21,Otra,Universitario,Si,,No,Cuotas,275000,237.3,Computadora,7,2,0,931,0,1,,14,0,Si,1
L01762,Producto Digital,18,Buenos Aires,Terciario,Si,,No,Beca,59000,47.5,Tablet,5,6,4,127510,2,2,5.9,1,6,No,0
L02108,Prog. Web,45,Cordoba,Universitario,Si,51.0,Si,Pago unico,442000,377.4,Computadora,2,5,5,109555,0,2,7.4,0,11,No,0
L00546,UX/UI,39,Buenos Aires,Secundario,Si,46.0,No,Pago unico,335000,274.6,Computadora,15,6,4,165544,1,1,,2,5,No,0
L03017,Programacion Web,17,CABA,Terciario,Si,31.0,No,Beca,11000,9.5,Computadora,17,3,0,86859,0,1,2.5,0,1,No,1
L01389,Producto Digital,19,Buenos Aires,Posgrado,No,0.0,Si,Cuotas,402000,349.5,Computadora,20,2,5,68981,2,2,7.5,2,3,No,0
L01197,Programacion Web,38,Buenos Aires,Universitario,Si,27.0,Si,Cuotas,505000,407.4,Computadora,16,8,9,175925,4,2,9.2,1,3,No,0
L01967,Programacion Web,29,CABA,Terciario,Si,24.0,No,Cuotas,538000,432.3,Computadora,6,2,3,0,0,0,5.3,14,0,Si,1
L01853,Marketing Digital,21,CABA,Secundario,No,0.0,Si,Cuotas,342000,296.6,Celular,22,8,5,198757,3,2,6.8,0,13,No,0
L02649,UX/UI,18,Santa Fe,Posgrado,No,0.0,No,Cuotas,427000,356.3,Celular,2,8,3,91912,0,0,7.4,8,5,No,0
L02193,Producto Digital,34,CABA,Terciario,Si,36.0,Si,Beca,107000,85.9,Tablet,7,4,3,126364,2,2,8.9,999,2,No,0
L00760,Python Inicial,29,Cordoba,Secundario,No,0.0,No,Cuotas,297000,245.4,Computadora,10,3,0,125963,0,1,5.1,1,2,No,0
L01243,Producto Digital,30,Buenos Aires,Universitario,No,0.0,Si,Beca,95000,77.7,Celular,5,5,2,94613,1,2,,1,2,No,0
