id_publicacion,genero_musical,oyentes_mensuales_spotify,capacidad_venue,tipo_venue,sector,precio_original,precio_original_con_cargos,dias_hasta_el_show,dia_semana_show,show_agotado_en_preventa,vendedor_verificado,cantidad_entradas_publicadas,cantidad_fotos_publicacion,precio_publicado,se_vendio,comision_plataforma,precio_reventa
P00675,Indie,694467,5000,Arena,Pl. Baja,55000,65700,19,Viernes,No,Si,3.0,2.0,79000,1,12000.0,79000.0
P01222,Rock nacional,18754318,25000,Estadio,Platea Baja,74000,85300,6,Viernes,No,Si,1.0,1.0,165000,1,25000.0,165000.0
P01006,Pop internacional,169474,1500,Club,Platea Baja,43000,52000,60,Jueves,No,No,3.0,6.0,44000,1,7000.0,44000.0
P00430,Rock nacional,26332491,45000,Estadio,General,37000,44400,12,Domingo,No,Si,4.0,4.0,60000,1,9000.0,60000.0
P00103,Cumbia,836101,8400,Arena,Campo,47000,55400,30,Lunes,Si,Si,4.0,6.0,88000,1,13000.0,88000.0
P01151,Cumbia,756524,5000,Arena,Platea Alta,35000,43700,11,Domingo,No,No,2.0,8.0,52000,1,8000.0,52000.0
P00458,Indie,15907480,15000,Arena,Campo,57000,71100,15,Viernes,No,Si,2.0,7.0,111000,1,17000.0,111000.0
P01013,Cumbia,949738,5000,Arena,Platea Alta,36000,43500,3,Sabado,Si,Si,2.0,2.0,53000,1,8000.0,53000.0
P00615,Trap,12909307,45000,Estadio,Campo,53000,62100,26,Domingo,Si,Si,2.0,1.0,88000,1,13000.0,88000.0
P00914,Cumbia,364889,5000,Arena,Campo,45000,54200,27,Martes,No,No,3.0,3.0,59000,1,9000.0,59000.0
P00485,Rock nacional,66541,1100,Club,Campo,33000,40200,31,Viernes,No,Si,3.0,3.0,38000,1,6000.0,38000.0
P00044,Electronica,7474605,15000,Arena,Platea Baja,70000,84500,31,Viernes,No,Si,3.0,7.0,108000,1,16000.0,108000.0
P00423,Trap,2296798,8400,Arena,Campo,48000,59900,3,Domingo,No,Si,1.0,,54000,1,8000.0,54000.0
P00594,Trap,224361,1500,Club,General,23000,26900,15,Sabado,Si,Si,2.0,7.0,46000,1,7000.0,46000.0
P00039,Trap,27001669,45000,Estadio,General,36000,41900,4,Jueves,Si,No,2.0,8.0,77777777,1,11667000.0,77777777.0
P00589,Rock nacional,2408656,3300,Teatro,Platea Baja,60000,74300,1,Viernes,No,No,1.0,3.0,56000,1,8000.0,56000.0
P00810,Indie,44592586,84000,Estadio,palco,185000,220200,24,Sabado,Si,No,1.0,3.0,399000,1,60000.0,399000.0
P00195,Indie,8876860,15000,Arena,Platea Baja,69000,81000,1,Viernes,Si,No,1.0,7.0,58000,1,9000.0,58000.0
P00454,Trap,2802767,15000,Arena,Campo,61000,70500,12,Miercoles,No,Si,1.0,1.0,136000,1,20000.0,136000.0
P00818,Indie,7980486,25000,Estadio,Platea Baja,72000,86300,34,Viernes,Si,No,1.0,5.0,136000,1,20000.0,136000.0
P01188,Electronica,6625870,15000,Arena,Campo,50000,62000,3,Jueves,No,Si,2.0,8.0,67000,1,10000.0,67000.0
P00161,Rock nacional,5758988,8400,Arena,Platea Baja,62000,77200,19,Viernes,No,Si,1.0,4.0,140000,1,21000.0,140000.0
P01177,Trap,7433238,25000,Estadio,Campo,59000,70500,5,Miercoles,No,No,2.0,1.0,111000,1,17000.0,111000.0
P00475,Cumbia,1786888,3300,Teatro,General,25000,30700,15,Sabado,No,No,1.0,2.0,40000,1,6000.0,40000.0
P00097,Rock nacional,3616263,8400,Arena,PLATEA BAJA,60000,69600,11,Sabado,Si,No,2.0,5.0,149000,1,22000.0,149000.0
P00750,Trap,46412488,45000,Estadio,Campo,65000,77500,10,Sabado,No,Si,2.0,8.0,166000,1,25000.0,166000.0
P00789,Trap,50000,1100,Club,Platea Baja,46000,55000,2,Jueves,No,No,4.0,7.0,39000,1,6000.0,39000.0
P00227,Rock nacional,1041019,8400,Arena,Platea Baja,67000,80700,0,Martes,Si,No,2.0,7.0,48000,1,7000.0,48000.0
P00451,Pop internacional,60000000,84000,Estadio,platea alta,57000,66900,22,Viernes,No,Si,2.0,,122000,1,18000.0,122000.0
P00877,Trap,50000,1100,Club,Platea Baja,50000,61000,4,Sabado,No,Si,2.0,8.0,63000,1,9000.0,63000.0
P01333,Indie,18294931,45000,Estadio,Platea Baja,75000,88800,15,Lunes,No,Si,2.0,8.0,142000,1,21000.0,142000.0
P00382,Trap,1275482,8400,Arena,campo,50000,57700,13,Domingo,No,No,2.0,3.0,95000,1,14000.0,95000.0
P00816,Rock nacional,120982,1500,Club,platea baja,40000,49400,3,Viernes,No,No,2.0,4.0,42000,1,6000.0,42000.0
P01132,Rock nacional,6349532,84000,Estadio,Platea Baja,84000,97100,10,Viernes,Si,No,1.0,2.0,178000,1,27000.0,178000.0
P01056,Indie,340992,3300,Teatro,Platea Baja,51000,63600,13,Viernes,Si,No,2.0,4.0,106000,1,16000.0,106000.0
P00649,Indie,19449897,25000,Estadio,Campo,55000,63600,41,Jueves,No,No,1.0,8.0,67000,1,10000.0,67000.0
P00322,Pop internacional,25887617,25000,Estadio,CAMPO,55000,65800,1,Sabado,No,No,1.0,3.0,59000,1,9000.0,59000.0
P00652,Pop internacional,60000000,45000,Estadio,General,31000,36000,3,Viernes,Si,Si,2.0,4.0,47000,1,7000.0,47000.0
P01361,Indie,2683246,15000,Arena,Campo,55000,63800,999,Viernes,No,Si,1.0,7.0,65000,1,10000.0,65000.0
P00949,Trap,9818601,84000,Estadio,Campo,59000,70200,11,Miercoles,No,No,4.0,4.0,137000,1,21000.0,137000.0
P00443,Pop internacional,16454108,25000,Estadio,Platea Baja,68000,80600,15,Viernes,No,Si,1.0,3.0,146000,1,22000.0,146000.0
P00583,Trap,192811,1500,Club,Campo,37000,45700,28,Miercoles,Si,No,1.0,8.0,64000,1,10000.0,64000.0
P00751,Cumbia,2815449,15000,Arena,General,32000,40000,60,Viernes,Si,No,2.0,7.0,42000,1,6000.0,42000.0
P01115,Rock nacional,5085053,15000,Arena,Campo,59000,70800,33,Miercoles,No,Si,2.0,6.0,90000,1,14000.0,90000.0
P01011,Trap,5889721,15000,Arena,Campo,55000,67000,32,Domingo,Si,Si,2.0,7.0,119000,1,18000.0,119000.0
P00874,Rock nacional,195530,1100,Club,campo,41000,50200,4,Domingo,Si,Si,1.0,3.0,60000,1,9000.0,60000.0
P00714,Rock nacional,36972430,45000,Estadio,Campo,54000,65600,4,Sabado,No,No,3.0,4.0,69000,1,10000.0,69000.0
P00372,Rock nacional,140819,1100,Club,General,22000,26800,19,Sabado,No,Si,1.0,3.0,43000,1,6000.0,43000.0
P00398,Pop internacional,24410999,25000,Estadio,Palco,176000,206800,8,Sabado,No,No,1.0,3.0,298000,1,45000.0,298000.0
P01134,Cumbia,21553883,25000,Estadio,Campo,62000,77200,4,Viernes,No,Si,2.0,6.0,121000,1,18000.0,121000.0
P00189,Trap,5011713,15000,Arena,Platea Baja,67000,81200,5,Sabado,Si,No,3.0,8.0,139000,1,21000.0,139000.0
P00922,Rock nacional,219689,5000,Arena,General,25000,30600,3,Lunes,No,Si,4.0,2.0,27000,1,4000.0,27000.0
P01252,Trap,50000,1500,Club,campo,39000,47700,12,Viernes,No,Si,1.0,5.0,95000,1,14000.0,95000.0
P01277,Trap,87803,1500,Club,Campo,42000,50800,20,Sabado,No,Si,2.0,4.0,81000,1,12000.0,81000.0
P01234,Cumbia,5162764,25000,Estadio,Platea Baja,64000,74200,4,Martes,No,Si,3.0,8.0,81000,1,12000.0,81000.0
P00123,Indie,820669,3300,Teatro,Campo,44000,54600,2,Domingo,No,Si,4.0,3.0,42000,1,6000.0,42000.0
P00010,Trap,443412,3300,Teatro,Platea Baja,56000,68000,9,Viernes,Si,No,2.0,1.0,131000,1,20000.0,131000.0
P01179,Rock nacional,472837,1100,Club,Palco,115000,135200,27,Jueves,No,No,2.0,6.0,152000,1,23000.0,152000.0
P00165,Rock nacional,1930737,3300,Teatro,Campo,49000,57100,11,Sabado,No,Si,2.0,7.0,101000,1,15000.0,101000.0
P00805,Indie,103529,1500,Club,Platea Baja,46000,54100,12,Domingo,Si,No,1.0,1.0,82000,1,12000.0,82000.0
P00232,Trap,770009,1500,Club,Platea Alta,32000,37000,30,Viernes,No,Si,1.0,7.0,52000,1,8000.0,52000.0
P00374,Rock nacional,1242382,5000,Arena,Platea Baja,59000,69400,20,Miercoles,No,Si,4.0,6.0,86000,1,13000.0,86000.0
P00572,Cumbia,27187847,84000,Estadio,Platea Baja,77000,88900,37,Miercoles,Si,No,1.0,2.0,169000,1,25000.0,169000.0
P01243,Cumbia,60000000,45000,Estadio,Campo,59000,72700,8,Miercoles,No,Si,2.0,2.0,142000,1,21000.0,142000.0
P00727,Rock nacional,53826091,84000,Estadio,Platea Baja,80000,92500,19,Jueves,Si,No,4.0,5.0,138000,1,21000.0,138000.0
P00272,Pop internacional,33682389,45000,Estadio,CAMPO,53000,64000,8,Sabado,Si,Si,2.0,1.0,167000,1,25000.0,167000.0
P01165,Trap,363806,1500,Club,CAMPO,34000,41100,3,Sabado,No,Si,2.0,7.0,43000,1,6000.0,43000.0
P00240,Indie,2323146,5000,Arena,Palco,141000,170500,14,Miercoles,Si,No,2.0,1.0,327000,1,49000.0,327000.0
P00935,Electronica,100841,1500,Club,Platea Baja,46000,55000,19,Domingo,No,No,4.0,2.0,57000,1,9000.0,57000.0
P00077,Electronica,243426,1500,Club,Campo,38000,46800,22,Sabado,No,Si,1.0,,53000,1,8000.0,53000.0
P00224,Trap,908551,8400,Arena,platea baja,65000,79000,15,Sabado,No,Si,4.0,7.0,154000,1,23000.0,154000.0
P00663,Indie,3747272,8400,Arena,Platea Baja,67000,78400,10,Viernes,No,Si,1.0,7.0,113000,1,17000.0,113000.0
P00643,Trap,156228,1500,Club,general,22000,26200,11,Viernes,No,Si,1.0,3.0,32000,1,5000.0,32000.0
P00982,Indie,3952778,15000,Arena,General,30000,37400,3,Jueves,No,Si,2.0,5.0,12500000,1,1875000.0,12500000.0
P00461,Trap,10740206,25000,Estadio,campo,53000,63000,7,Viernes,No,No,2.0,7.0,117000,1,18000.0,117000.0
P00312,Trap,15984206,25000,Estadio,General,34000,39500,29,Viernes,No,Si,2.0,3.0,64000,1,10000.0,64000.0
P01043,Indie,4353837,8400,Arena,campo,46000,53500,0,Jueves,Si,Si,4.0,8.0,42000,1,6000.0,42000.0
P00414,Pop internacional,3550710,15000,Arena,campo,59000,70800,0,Viernes,No,Si,3.0,5.0,49000,1,7000.0,49000.0
P01030,Indie,2598528,15000,Arena,General,29000,35600,60,Jueves,No,Si,2.0,1.0,30000,1,4000.0,30000.0
P00281,Indie,7822715,15000,Arena,Platea Alta,41000,48700,10,Sabado,No,Si,3.0,2.0,77000,1,12000.0,77000.0
P00500,Electronica,129869,1500,Club,General,22000,27000,17,Viernes,No,Si,6.0,2.0,35000,1,5000.0,35000.0
P00329,Trap,7083595,45000,Estadio,General,31000,35900,1,Domingo,No,No,2.0,5.0,28000,1,4000.0,28000.0
P00001,Pop internacional,65100,1500,Club,Platea Baja,47000,55500,35,Jueves,No,No,2.0,,56000,1,8000.0,56000.0
P00573,Rock nacional,4335419,15000,Arena,Campo,54000,64200,3,Sabado,No,No,1.0,1.0,80000,1,12000.0,80000.0
P00933,Indie,113296,1500,Club,General,24000,28000,3,Miercoles,Si,Si,2.0,2.0,37000,1,6000.0,37000.0
P00610,Indie,5071725,15000,Arena,Campo,50000,60100,4,Viernes,No,Si,1.0,7.0,92000,1,14000.0,92000.0
P00742,Trap,516429,5000,Arena,General,26000,31600,22,Martes,No,Si,3.0,3.0,29000,1,4000.0,29000.0
P00340,Trap,13858780,45000,Estadio,Campo,58000,69100,33,Jueves,No,Si,1.0,5.0,101000,1,15000.0,101000.0
P00494,Trap,3301123,15000,Arena,Pl. Alta,47000,56000,10,Lunes,No,No,,1.0,52000,1,8000.0,52000.0
P01396,Trap,4605096,15000,Arena,Platea Baja,63000,72900,25,Miercoles,Si,Si,6.0,3.0,166000,1,25000.0,166000.0
P00782,Trap,13929839,15000,Arena,GENERAL,30000,35100,19,Jueves,No,Si,2.0,2.0,54000,1,8000.0,54000.0
P00928,Electronica,1818626,3300,Teatro,Palco,136000,165200,39,Lunes,No,Si,2.0,2.0,157000,1,24000.0,157000.0
P00056,Electronica,5960699,15000,Arena,General,30000,35800,3,Viernes,No,Si,2.0,2.0,35000,1,5000.0,35000.0
P00351,Rock nacional,62806,1500,Club,Palco,110000,127700,10,Viernes,No,Si,3.0,3.0,193000,1,29000.0,193000.0
P00941,Rock nacional,5484212,15000,Arena,Platea Baja,63000,73200,28,Lunes,No,Si,1.0,5.0,84000,1,13000.0,84000.0
P00772,Pop internacional,5179242,15000,Arena,Campo,55000,66200,7,Viernes,No,No,2.0,3.0,86000,1,13000.0,86000.0
P00040,Rock nacional,325740,3300,Teatro,Platea Baja,57000,70900,3,Jueves,No,Si,2.0,6.0,68000,1,10000.0,68000.0
P00523,Rock nacional,31842639,45000,Estadio,Platea Baja,72000,89600,15,Jueves,No,Si,4.0,3.0,154000,1,23000.0,154000.0
P01271,Trap,7412267,15000,Arena,Platea Alta,42000,49800,21,Martes,Si,No,,3.0,83000,1,12000.0,83000.0
P00305,Electronica,97951,1500,Club,Pl. Baja,48000,55900,21,Viernes,No,Si,2.0,2.0,73000,1,11000.0,73000.0
P00216,Pop internacional,808891,3300,Teatro,Campo,48000,55900,21,Viernes,No,Si,1.0,1.0,103000,1,15000.0,103000.0
P00539,Indie,2080701,15000,Arena,Platea Baja,71000,84200,21,Sabado,Si,Si,2.0,5.0,163000,1,24000.0,163000.0
P01213,Electronica,7094630,8400,Arena,Palco,145000,172800,30,Jueves,Si,No,2.0,6.0,287000,1,43000.0,287000.0
P01113,Pop internacional,1066134,8400,Arena,Campo,47000,54300,8,Lunes,No,No,2.0,5.0,86000,1,13000.0,86000.0
P01380,Rock nacional,110109,1100,Club,General,19000,22000,19,Viernes,No,Si,2.0,3.0,38000,1,6000.0,38000.0
P01254,Cumbia,4274763,15000,Arena,Platea Alta,44000,54400,8,Viernes,Si,Si,2.0,8.0,102000,1,15000.0,102000.0
P00269,Trap,9040671,45000,Estadio,Campo,61000,73400,1,Jueves,No,No,2.0,1.0,68000,1,10000.0,68000.0
P01063,Pop internacional,3329136,15000,Arena,Platea Baja,67000,83600,2,Viernes,No,No,3.0,1.0,90000,1,14000.0,90000.0
P00153,Trap,532671,8400,Arena,Campo,53000,65900,24,Jueves,No,Si,1.0,2.0,81000,1,12000.0,81000.0
P00080,Rock nacional,887135,3300,Teatro,General,27000,31100,23,Sabado,No,Si,4.0,5.0,43000,1,6000.0,43000.0
P01224,Trap,409458,3300,Teatro,Campo,50000,59000,31,Domingo,No,Si,4.0,1.0,65000,1,10000.0,65000.0
P00845,Electronica,8348444,15000,Arena,General,31000,36700,36,Viernes,No,No,4.0,2.0,43000,1,6000.0,43000.0
P00390,Rock nacional,328988,1500,Club,Platea Baja,50000,60100,1,Viernes,No,No,4.0,8.0,42000,1,6000.0,42000.0
P00346,Indie,2194395,8400,Arena,Campo,49000,60500,24,Jueves,No,Si,2.0,2.0,63000,1,9000.0,63000.0
P00175,Pop internacional,39188264,45000,Estadio,General,34000,39600,17,Sabado,Si,Si,2.0,2.0,94000,1,14000.0,94000.0
P01309,Trap,55133345,45000,Estadio,Platea Baja,71000,86200,1,Domingo,Si,No,1.0,6.0,106000,1,16000.0,106000.0
P01201,Trap,2284296,5000,Arena,Campo,43000,50100,15,Jueves,Si,Si,,1.0,107000,1,16000.0,107000.0
P00025,Cumbia,390888,5000,Arena,Platea Alta,39000,45100,44,Sabado,No,Si,2.0,5.0,42000,1,6000.0,42000.0
P00162,Pop internacional,1082239,5000,Arena,General,23000,26600,5,Martes,Si,No,2.0,8.0,36000,1,5000.0,36000.0
P01194,Rock nacional,60983,1100,Club,Platea Alta,31000,37400,12,Viernes,Si,Si,2.0,1.0,68000,1,10000.0,68000.0
P00695,Rock nacional,6226781,15000,Arena,Platea Baja,65000,74800,12,Sabado,Si,Si,1.0,6.0,136000,1,20000.0,136000.0
P00120,Trap,1607272,8400,Arena,PLATEA BAJA,55000,66500,22,Viernes,No,Si,1.0,5.0,72000,1,11000.0,72000.0
P01083,Cumbia,1418923,8400,Arena,Platea Baja,56000,69500,15,Sabado,Si,Si,1.0,4.0,146000,1,22000.0,146000.0
P00263,Cumbia,291457,5000,Arena,PLATEA ALTA,36000,43400,33,Domingo,No,Si,4.0,3.0,34000,1,5000.0,34000.0
P00571,Pop internacional,5859681,15000,Arena,Platea Baja,61000,72700,21,Jueves,No,Si,4.0,7.0,87000,1,13000.0,87000.0
P01168,Rock nacional,54277096,45000,Estadio,Platea Alta,48000,56200,0,Jueves,No,No,,8.0,34000,1,5000.0,34000.0
P00082,Rock nacional,7992329,15000,Arena,Platea Baja,78000,90400,18,Viernes,Si,Si,2.0,5.0,215000,1,32000.0,215000.0
P01280,Electronica,6313701,15000,Arena,Platea Alta,45000,55800,27,Sabado,No,Si,2.0,4.0,73000,1,11000.0,73000.0
P00739,Cumbia,45411231,84000,Estadio,General,36000,43700,11,Sabado,Si,Si,1.0,8.0,106000,1,16000.0,106000.0
P01246,Trap,16475471,45000,Estadio,Platea Alta,45000,55400,9,Sabado,No,Si,2.0,8.0,91000,1,14000.0,91000.0
P01351,Indie,87886,1500,Club,Platea Alta,30000,36300,15,Domingo,No,Si,4.0,1.0,35000,1,5000.0,35000.0
P00411,Electronica,227049,1500,Club,General,23000,27000,0,Domingo,Si,Si,4.0,5.0,18000,1,3000.0,18000.0
P00114,Cumbia,257745,1100,Club,platea alta,31000,36900,26,Jueves,No,No,3.0,5.0,34000,1,5000.0,34000.0
P01184,Pop internacional,659958,8400,Arena,Platea Alta,44000,54600,32,Sabado,Si,Si,2.0,8.0,91000,1,14000.0,91000.0
P00436,Cumbia,62192,1500,Club,PLATEA ALTA,31000,37300,29,Sabado,No,No,2.0,5.0,39000,1,6000.0,39000.0
P00084,Trap,100656,1100,Club,Platea Alta,26000,32100,13,Sabado,No,No,2.0,5.0,47000,1,7000.0,47000.0
P00093,Indie,31805950,84000,Estadio,Campo,63000,74400,7,Jueves,Si,Si,2.0,1.0,112000,1,17000.0,112000.0
P00302,Trap,359689,3300,Teatro,General,25000,31100,37,Sabado,No,No,2.0,1.0,45000,1,7000.0,45000.0
P00020,Rock nacional,104073,1500,Club,palco,118000,142000,13,Viernes,Si,Si,3.0,4.0,258000,1,39000.0,258000.0
P00186,Rock nacional,6804462,15000,Arena,Platea Alta,43000,51600,1,Viernes,Si,No,3.0,8.0,52000,1,8000.0,52000.0
P00228,Cumbia,60000000,84000,Estadio,General,36000,42100,7,Viernes,No,Si,2.0,8.0,69000,1,10000.0,69000.0
P00334,Pop internacional,11307165,15000,Arena,Platea Alta,46000,55500,49,Sabado,Si,Si,2.0,2.0,76000,1,11000.0,76000.0
P00509,Trap,1669450,5000,Arena,General,26000,30800,10,Miercoles,No,Si,2.0,3.0,49000,1,7000.0,49000.0
P00315,Pop internacional,5285333,25000,Estadio,Campo,56000,65500,34,Sabado,Si,Si,2.0,5.0,121000,1,18000.0,121000.0
P01394,Pop internacional,593013,3300,Teatro,Platea Baja,62000,71800,14,Miercoles,No,Si,1.0,8.0,112000,1,17000.0,112000.0
P00791,Pop internacional,86850,1100,Club,General,20000,23800,21,Viernes,No,No,1.0,3.0,28000,1,4000.0,28000.0
P01278,Rock nacional,520205,3300,Teatro,Palco,147000,180300,30,Jueves,No,Si,1.0,6.0,220000,1,33000.0,220000.0
P00552,Electronica,110127,1100,Club,GENERAL,19000,23200,2,Viernes,No,Si,2.0,8.0,20000,1,3000.0,20000.0
P00672,Rock nacional,6502433,25000,Estadio,Campo,57000,68300,22,Jueves,Si,No,3.0,3.0,138000,1,21000.0,138000.0
P01162,Trap,433402,1500,Club,Platea Alta,29000,36100,13,Sabado,No,Si,3.0,,51000,1,8000.0,51000.0
P01050,Rock nacional,60000000,45000,Estadio,Platea Baja,69000,85600,11,Viernes,Si,Si,2.0,7.0,199000,1,30000.0,199000.0
P01229,Rock nacional,7895069,15000,Arena,Platea Alta,43000,49800,2,Sabado,No,Si,3.0,3.0,50000,1,8000.0,50000.0
P00341,Electronica,15074317,45000,Estadio,General,33000,39300,3,Viernes,Si,Si,1.0,7.0,53000,1,8000.0,53000.0
P01086,Rock nacional,1784962,8400,Arena,Palco,160000,190600,58,Lunes,Si,Si,1.0,6.0,213000,1,32000.0,213000.0
P00308,Trap,1252188,5000,Arena,Campo,43000,50500,9,Lunes,Si,No,2.0,3.0,91000,1,14000.0,91000.0
P00923,Rock nacional,52640618,45000,Estadio,Platea Alta,49000,57100,4,Sabado,No,Si,1.0,6.0,87000,1,13000.0,87000.0
P00018,Trap,540082,3300,Teatro,Platea Baja,49000,59600,18,Domingo,No,No,6.0,4.0,66000,1,10000.0,66000.0
P00068,Rock nacional,537932,3300,Teatro,Campo,39000,46500,12,Viernes,No,No,2.0,3.0,80000,1,12000.0,80000.0
P01220,Pop internacional,265312,3300,Teatro,General,27000,31100,12,Sabado,No,Si,1.0,4.0,49000,1,7000.0,49000.0
P01337,Rock nacional,548219,8400,Arena,Campo,50000,58300,1,Domingo,No,Si,1.0,1.0,44000,1,7000.0,44000.0
P00722,Trap,9194793,15000,Arena,general,26000,30800,28,Viernes,No,No,2.0,2.0,40000,1,6000.0,40000.0
P00113,Indie,3975497,15000,Arena,General,30000,37400,3,Domingo,Si,Si,2.0,7.0,48000,1,7000.0,48000.0
P00726,Indie,11867073,25000,Estadio,Platea Alta,43000,51400,9,Viernes,No,Si,2.0,3.0,104000,1,16000.0,104000.0
P00517,Trap,765347,8400,Arena,Platea Baja,65000,77400,15,Jueves,Si,No,1.0,4.0,149000,1,22000.0,149000.0
P01350,Rock nacional,510161,3300,Teatro,Platea Alta,32000,39400,8,Sabado,No,Si,2.0,,65000,1,10000.0,65000.0
P01127,Pop internacional,4941817,8400,Arena,Platea Alta,39000,47100,39,Viernes,No,Si,2.0,6.0,68000,1,10000.0,68000.0
P00416,Indie,82049,1100,Club,Platea Alta,30000,37300,8,Martes,No,No,1.0,8.0,43000,1,6000.0,43000.0
P00264,Rock nacional,10296346,25000,Estadio,general,28000,33700,35,Viernes,No,Si,2.0,6.0,46000,1,7000.0,46000.0
P01295,Pop internacional,1728859,8400,Arena,platea alta,42000,51700,15,Viernes,No,Si,2.0,6.0,79000,1,12000.0,79000.0
P00847,Cumbia,539792,5000,Arena,General,25000,29100,0,Sabado,No,No,2.0,8.0,20000,1,3000.0,20000.0
P00292,Trap,238815,3300,Teatro,Campo,37000,42900,16,Viernes,No,No,6.0,8.0,55000,1,8000.0,55000.0
P00252,Electronica,201529,1500,Club,Platea Baja,48000,60000,17,Jueves,No,No,1.0,4.0,67000,1,10000.0,67000.0
P00606,Electronica,2895207,8400,Arena,Platea Alta,42000,50000,27,Sabado,Si,Si,4.0,1.0,81000,1,12000.0,81000.0
P01247,Rock nacional,1014241,5000,Arena,general,26000,31700,10,Viernes,No,Si,2.0,2.0,46000,1,7000.0,46000.0
P01026,Pop internacional,132059,1500,Club,Pl. Baja,48000,55900,35,Lunes,No,Si,2.0,4.0,68000,1,10000.0,68000.0
P00381,Rock nacional,121368,1100,Club,Platea Alta,32000,38000,0,Sabado,No,No,1.0,1.0,23000,1,3000.0,23000.0
P01216,Rock nacional,528806,3300,Teatro,Pl. Baja,57000,67500,11,Jueves,No,Si,1.0,5.0,118000,1,18000.0,118000.0
P00968,Rock nacional,139319,1500,Club,Campo,40000,49400,6,Jueves,No,Si,2.0,4.0,51000,1,8000.0,51000.0
P00368,Rock nacional,68013,1100,Club,Platea Baja,51000,62400,14,Sabado,No,No,1.0,6.0,87000,1,13000.0,87000.0
P00403,Electronica,1434808,5000,Arena,General,29000,36200,21,Jueves,Si,Si,1.0,8.0,66000,1,10000.0,66000.0
P00679,Electronica,86144,1100,Club,Platea Baja,53000,64300,24,Lunes,No,No,2.0,7.0,67000,1,10000.0,67000.0
P01258,Pop internacional,298488,3300,Teatro,Campo,42000,50700,2,Domingo,No,Si,3.0,3.0,35000,1,5000.0,35000.0
P01027,Pop internacional,19235196,15000,Arena,Campo,54000,65700,2,Miercoles,Si,Si,2.0,1.0,93000,1,14000.0,93000.0
P01120,Pop internacional,8594659,15000,Arena,CAMPO,55000,66600,11,Lunes,Si,No,6.0,8.0,154000,1,23000.0,154000.0
P00900,Rock nacional,4713581,15000,Arena,Campo,49000,58600,5,Sabado,Si,Si,1.0,6.0,83000,1,12000.0,83000.0
P00536,Cumbia,447412,1500,Club,Platea Baja,47000,55200,27,Sabado,Si,Si,1.0,1.0,101000,1,15000.0,101000.0
P00952,Rock nacional,405376,1500,Club,Platea Baja,47000,57200,1,Jueves,No,Si,4.0,5.0,41000,1,6000.0,41000.0
P00980,Pop internacional,2197575,15000,Arena,Palco,143000,173900,0,Sabado,No,Si,1.0,8.0,101000,1,15000.0,101000.0
P00497,Rock nacional,3475841,8400,Arena,Campo,46000,54700,3,Lunes,No,Si,2.0,5.0,62000,1,9000.0,62000.0
P01272,Pop internacional,241433,1100,Club,Platea Baja,47000,54500,9,Viernes,No,No,2.0,5.0,75000,1,11000.0,75000.0
P00460,Trap,207735,1100,Club,PLATEA ALTA,25000,30100,1,Viernes,No,Si,2.0,8.0,23000,1,3000.0,23000.0
P00212,Pop internacional,2870766,8400,Arena,Platea Baja,66000,80200,8,Jueves,No,Si,2.0,2.0,120000,1,18000.0,120000.0
P00938,Rock nacional,3271007,15000,Arena,Platea Baja,67000,80600,17,Lunes,No,Si,2.0,5.0,124000,1,19000.0,124000.0
P00174,Cumbia,60000000,84000,Estadio,General,37000,45100,26,Jueves,No,Si,1.0,8.0,57000,1,9000.0,57000.0
P00193,Rock nacional,596952,5000,Arena,Campo,49000,61200,1,Miercoles,No,No,2.0,7.0,45000,1,7000.0,45000.0
P00143,Rock nacional,133828,1100,Club,Platea Alta,34000,41100,18,Sabado,No,No,2.0,4.0,53000,1,8000.0,53000.0
P01217,Trap,165385,1100,Club,Palco,116000,138700,5,Sabado,No,Si,1.0,1.0,133000,1,20000.0,133000.0
P01395,Rock nacional,58636374,45000,Estadio,PLATEA BAJA,64000,77800,17,Miercoles,Si,No,6.0,1.0,155000,1,23000.0,155000.0
P00230,Electronica,33094427,45000,Estadio,Campo,56000,68200,43,Sabado,No,Si,2.0,8.0,65000,1,10000.0,65000.0
P00570,Pop internacional,41702163,45000,Estadio,Platea Alta,48000,59100,14,Miercoles,Si,No,2.0,4.0,142000,1,21000.0,142000.0
P00759,Trap,10420723,45000,Estadio,Campo,67000,80400,9,Martes,No,Si,1.0,,140000,1,21000.0,140000.0
P00598,Trap,416946,5000,Arena,Platea Baja,57000,66900,28,Sabado,Si,No,2.0,2.0,103000,1,15000.0,103000.0
P00762,Trap,35191658,45000,Estadio,Platea Baja,71000,84100,7,Domingo,Si,Si,1.0,3.0,164000,1,25000.0,164000.0
P00155,Cumbia,1550156,15000,Arena,General,34000,41500,28,Domingo,No,Si,2.0,2.0,49000,1,7000.0,49000.0
P00885,Pop internacional,377919,1500,Club,Platea Baja,52000,60000,12,Sabado,No,Si,2.0,,113000,1,17000.0,113000.0
P01206,Cumbia,6188853,15000,Arena,Platea Alta,44000,54000,11,Domingo,Si,Si,1.0,,107000,1,16000.0,107000.0
P01019,Pop internacional,5769539,15000,Arena,Campo,60000,70200,0,Jueves,No,No,4.0,6.0,42000,1,6000.0,42000.0
P00075,Pop internacional,45296366,45000,Estadio,General,34000,42200,5,Viernes,No,Si,4.0,3.0,54000,1,8000.0,54000.0
P00809,Trap,60000000,45000,Estadio,Platea Alta,43000,52700,4,Sabado,No,Si,2.0,3.0,64000,1,10000.0,64000.0
